name,solver,status,run_time,iter,obj_val,obj_opt,n,m,N
QSHELL,GUROBI_high,optimal,0.03818798065185547,36,1572636842999.0244,1572636800000.0,1775,2311,74506
CONT-200,GUROBI_high,solver_error,1.616952896118164,11,-4.684875920312099,-4.6848759,40397,79998,278799
CVXQP1_M,GUROBI_high,solver_error,0.15323805809020996,14,1087511.5394876734,1087511.6,1000,1500,9466
POWELL20,GUROBI_high,optimal,0.2826700210571289,57,52089582812.50088,52089583000.0,10000,20000,40000
QRECIPE,GUROBI_high,optimal,0.002123117446899414,20,-266.6159998801486,-266.616,180,271,923
QSCFXM2,GUROBI_high,optimal,0.02886486053466797,32,27776161.57861061,27776162.0,914,1574,8285
QETAMACR,GUROBI_high,solver_error,0.021230220794677734,22,86760.36962806965,86760.37,688,1088,11613
HS35,GUROBI_high,optimal,0.0005550384521484375,10,0.11111111111710414,0.11111111,3,4,13
QGFRDXPN,GUROBI_high,optimal,0.009651899337768555,23,100790584870.43997,100790590000.0,1092,1708,3739
QE226,GUROBI_high,solver_error,0.00845193862915039,19,212.6534336682582,212.65343,282,505,4721
LISWET12,GUROBI_high,optimal inaccurate,0.5336818695068359,101,,1736.9274,10002,20002,50004
CVXQP3_M,GUROBI_high,optimal inaccurate,0.8704378604888916,55,,1362828.7,1000,1750,10215
STCQP1,GUROBI_high,optimal,0.013102054595947266,11,155143.5547039734,155143.56,4097,6149,66544
QSCSD1,GUROBI_high,optimal,0.005424022674560547,12,8.666666684269266,8.6666667,760,837,4584
LISWET10,GUROBI_high,optimal,0.20740199089050293,43,49.485794940426786,49.485785,10002,20002,50004
HUES-MOD,GUROBI_high,solver_error,0.019518136978149414,14,34824463.87335745,34824690.0,10000,10002,40000
CVXQP2_M,GUROBI_high,optimal,0.05931591987609863,10,820155.4310183616,820155.43,1000,1250,8717
DUALC1,GUROBI_high,optimal,0.0010530948638916016,12,6155.250829463146,6155.2508,9,224,2025
QSCTAP2,GUROBI_high,solver_error,0.018641948699951172,17,1735.026497889233,1735.0265,1880,2970,10007
GOULDQP2,GUROBI_high,optimal,0.008008956909179688,13,0.0001842749707031344,0.00018427534,699,1048,2791
CVXQP1_S,GUROBI_high,optimal,0.002580881118774414,9,11590.718119520903,11590.718,100,150,920
QSCFXM3,GUROBI_high,optimal,0.03806495666503906,30,30816354.470866676,30816355.0,1371,2361,11501
STADAT3,GUROBI_high,optimal,0.07921695709228516,18,-35.779452948809435,-35.779453,4001,12000,27998
CONT-201,GUROBI_high,optimal,1.3625450134277344,11,0.192483373029127,0.19248337,40397,80595,249996
AUG3DQP,GUROBI_high,optimal,0.03277587890625,19,675.2376720155776,675.23767,3873,4873,13092
EXDATA,GUROBI_high,solver_error,12.289630889892578,13,-141.8434323031761,-141.84343,3000,6001,2260500
QPCSTAIR,GUROBI_high,optimal,0.015725135803222656,23,6204387.476083438,6204387.5,467,823,4790
BOYD2,GUROBI_high,solver_error,3.6413209438323975,69,21.256767007328396,21.256767,93263,279794,517049
QBEACONF,GUROBI_high,optimal,0.001971006393432617,11,164712.06014970332,164712.06,262,435,3673
AUG2DCQP,GUROBI_high,solver_error,0.181121826171875,17,6498134.739537426,6498134.8,20200,30200,80400
PRIMAL4,GUROBI_high,optimal,0.016186952590942383,17,-0.7460908327582364,-0.74609083,1489,1564,19008
HS35MOD,GUROBI_high,optimal,0.0005359649658203125,14,0.2500000040007073,0.25,3,4,13
HS76,GUROBI_high,optimal,0.0005660057067871094,9,-4.681818181242496,-4.6818182,4,7,22
