PIQP_high,OSQP_high,QPALM_high,SCS_high,PROXQP_high,GUROBI_high,MOSEK_high
0.7246376811594203,31.15942028985507,5.072463768115942,23.18840579710145,23.18840579710145,6.521739130434782,10.144927536231885
