PIQP_high,OSQP_high,QPALM_high,SCS_high,PROXQP_high,GUROBI_high,MOSEK_high
1.0,42.65871987114459,6.965311472861053,31.62578933294723,26.611795259465417,3.464069886171671,5.86948737510658
