tau,PIQP_high,OSQP_high,SCS_high,PROXQP_high,GUROBI_high,MOSEK_high
1.0,0.7101449275362319,0.036231884057971016,0.0,0.043478260869565216,0.2028985507246377,0.007246376811594203
1.0092621909870476,0.7246376811594203,0.043478260869565216,0.0,0.043478260869565216,0.2028985507246377,0.014492753623188406
1.0186101701559758,0.7246376811594203,0.043478260869565216,0.007246376811594203,0.043478260869565216,0.21739130434782608,0.014492753623188406
1.0280447320933093,0.7318840579710145,0.043478260869565216,0.007246376811594203,0.043478260869565216,0.2246376811594203,0.014492753623188406
1.0375666787451858,0.7391304347826086,0.050724637681159424,0.007246376811594203,0.043478260869565216,0.2246376811594203,0.014492753623188406
1.0471768194855202,0.7608695652173914,0.050724637681159424,0.007246376811594203,0.050724637681159424,0.2246376811594203,0.014492753623188406
1.0568759711848041,0.7608695652173914,0.057971014492753624,0.007246376811594203,0.050724637681159424,0.2246376811594203,0.014492753623188406
1.0666649582795393,0.7608695652173914,0.057971014492753624,0.007246376811594203,0.050724637681159424,0.2391304347826087,0.014492753623188406
1.0765446128423155,0.7753623188405797,0.06521739130434782,0.007246376811594203,0.050724637681159424,0.2391304347826087,0.014492753623188406
1.0865157746525382,0.7753623188405797,0.06521739130434782,0.007246376811594203,0.057971014492753624,0.2463768115942029,0.014492753623188406
1.0965792912678098,0.782608695652174,0.07246376811594203,0.007246376811594203,0.057971014492753624,0.2536231884057971,0.014492753623188406
1.1067360180959736,0.782608695652174,0.07246376811594203,0.007246376811594203,0.057971014492753624,0.2608695652173913,0.014492753623188406
1.116986818467823,0.782608695652174,0.07246376811594203,0.007246376811594203,0.057971014492753624,0.2608695652173913,0.014492753623188406
1.1273325637104867,0.782608695652174,0.07246376811594203,0.007246376811594203,0.057971014492753624,0.2608695652173913,0.014492753623188406
1.1377741332214912,0.7898550724637681,0.07246376811594203,0.007246376811594203,0.057971014492753624,0.26811594202898553,0.014492753623188406
1.148312414543511,0.7898550724637681,0.07971014492753623,0.007246376811594203,0.057971014492753624,0.26811594202898553,0.014492753623188406
1.158948303439811,0.7898550724637681,0.08695652173913043,0.007246376811594203,0.057971014492753624,0.2753623188405797,0.014492753623188406
1.1696827039703852,0.7898550724637681,0.09420289855072464,0.007246376811594203,0.057971014492753624,0.2753623188405797,0.014492753623188406
