name,solver,status,run_time,iter,obj_val,obj_opt,n,m,N,setup_time,solve_time
QSCSD6,SCS_high,optimal,1.8492699430000001,26150,50.80821389873714,50.808214,1350,1497,8378,0.003933621,1.845336322
LISWET5,SCS_high,time_limit,1000.0374409140001,1086475,25.03415281048001,25.034253,10002,20002,50004,0.023234826000000004,1000.014206088
QSTAIR,SCS_high,optimal,1.117156302,21425,7985452.755291092,7985452.8,467,823,6293,0.0030081829999999998,1.114148119
QSHIP04S,SCS_high,optimal,0.756173121,10325,2424993.6735867346,2424993.7,1458,1860,5908,0.004141077,0.752032044
LISWET2,SCS_high,time_limit,1000.033443265,1021425,24.997801714843035,24.998076,10002,20002,50004,0.023419229000000003,1000.010024036
HS118,SCS_high,optimal,0.001155396,575,664.8204500229251,664.82045,15,32,69,0.000179392,0.000976004
MOSARQP2,SCS_high,optimal,0.03468222,300,-1597.4821174874503,-1597.4821,900,1500,4820,0.0037461350000000003,0.030936085
GOULDQP3,SCS_high,optimal,0.07888149300000001,1900,2.062784000470856,2.062784,699,1048,3838,0.001868557,0.077012936
DUALC5,SCS_high,optimal,0.004322564,325,427.23232678565853,427.23233,8,286,2296,0.000790692,0.003531872
ZECEVIC2,SCS_high,optimal,0.000304425,100,-4.124999999997529,-4.125,2,4,7,0.000102382,0.000202043
QSHIP08L,SCS_high,optimal,16.600726809000005,27000,2376040.6158165927,2376040.6,4283,5061,86075,0.031969874,16.568756935000003
QFORPLAN,SCS_high,optimal,18.393437382,504500,7456631461.606829,7456631500.0,421,582,6112,0.003957209000000001,18.389480173
CONT-101,SCS_high,optimal,100.48031208100001,13425,0.1955273841399794,0.19552733,10197,20295,62496,0.12456341700000001,100.355748664
AUG2DC,SCS_high,optimal,0.324411312,50,1818368.0655702313,1818368.1,20200,30200,80400,0.069702559,0.254708753
LISWET6,SCS_high,time_limit,1000.0359126410001,1202775,24.99557387916684,24.995748,10002,20002,50004,0.02772615,1000.0081864910001
QPILOTNO,SCS_high,time_limit,1000.0182029510001,3878075,4728274.408963366,4728586.9,2172,3147,16105,0.01663867,1000.0015642810001
STADAT2,SCS_high,optimal,244.434882614,1158075,-32.626665328864405,-32.626665,2001,6000,13998,0.007181643000000001,244.427700971
BOYD1,SCS_high,optimal,35.362265523,1850,-72640245.12164399,-61735220.0,93261,93279,745507,0.629214583,34.73305094
PRIMALC5,SCS_high,optimal,0.020408759999999998,950,-427.2323268329892,-427.23233,287,295,2869,0.0011819550000000002,0.019226805
QGROW22,SCS_high,time_limit,1000.005421368,11776750,-inf,-149628950.0,946,1386,10837,0.004938154,1000.000483214
PRIMAL3,SCS_high,optimal,0.033968904,125,-0.13575583678581127,-0.13575584,745,856,23036,0.020246511000000002,0.013722393000000001
CVXQP1_L,SCS_high,optimal,468.179356339,22650,108704799.89582926,108704800.0,10000,15000,94966,8.672624276,459.50673206299996
QPCBOEI1,SCS_high,optimal,2.458370066,57625,11503914.00295149,11503914.0,384,735,4253,0.002702057,2.455668009
QBORE3D,SCS_high,optimal,12.692155532000001,542900,3100.2006200058413,3100.2008,315,548,1872,0.0014290799999999999,12.690726452000002
QCAPRI,SCS_high,optimal,438.828840295,14373875,66793293.67856987,66793293.0,353,624,3852,0.001885593,438.826954702
CONT-300,SCS_high,time_limit,1000.0,0,inf,0.19151232,90597,180895,562496,,
QSC205,SCS_high,optimal,0.0038383980000000002,175,-0.005813953572108842,-0.0058139518,203,408,785,0.000790772,0.0030476260000000003
CONT-050,SCS_high,optimal,0.738681001,1725,-4.563850898046825,-4.5638509,2597,4998,17199,0.014906143,0.723774858
S268,SCS_high,optimal,0.00073574,675,1.8189894035458565e-12,5.7310705e-07,5,10,55,0.00011934300000000001,0.000616397
HS52,SCS_high,optimal,0.000180395,50,5.326647564469914,5.3266476,5,8,21,0.000120263,6.0132e-05
